Source,Target,src_position,dst_position,address,value,note,tx_hash,block_height,block_hash,fee,n_input,amount_input,n_output,amount_output,temporal_index
5830292060165777,7472805847611788,0,38,1CXVt6HZTqAm8vmafKKT9vQFZPc6J9BNhK,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
3456086660912937,4502677024683444,0,57,18uxuphoeRFwaePBHTQHpm2fwnaMTWTsiv,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
7357540519775680,2650684929939266,0,33,1NLRa5cVNW3Umfx2qm5qzrdsSJtRhzkWdQ,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
7541511974455542,1664243857842666,0,7,1GYR39EdydNfKx1GP4D3s3n7VY76JRDwz2,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
5763348034721076,6775069977804178,0,220,1Cisb9tBnBBDZ2F53zVK7WDDUT3bTPDmw8,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
8497587514132964,3371053206705028,0,48,13yPxwe4Hwg9T86fLLGUM9T3m2PWodcaAH,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
4671390379935760,2866913553723595,0,22,14frp4AD1vJUgbXDp2HNSkuNS1zEP49pVa,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
coinbase41374,3138517076771529,4294967295,0,coinbase41374,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
3502425464930081,2340642998040851,0,1,16dnGNNBvvxX9JFJJrRWcYJK3gGiqK3epr,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
6900255939850806,8639917084279395,0,89,15JShZ5Zc6dmjabQzkdhEJ7mkAho5L8MQk,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
4108921538947336,8967846311823714,0,81,1D9PWDnsePXaSJJTm38uWRrxEp63hpJuYg,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
7161479984568677,4719022384431026,0,46,1H5MCPFryNZQVLnVmX1qmy88N2GtSquNJh,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
79806944409562,3650347736009324,0,0,1CJ1QXS23hz71abCWBqUmuCMUgZMqpseyJ,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
3836613902182889,6310723554898426,0,7,1LMnc17uRnbB9viRg6RvUBmJX3GAExSeup,5000000000,tx,ba43e7dca1487ae896ee6920469562f4706ce75091dd2cb686494f3d460a0b6d,43157,000000001640c30437fc28a1ad6e3b0098a35f4aa8b876a88691f11c2588d5e5,0,1,5000000000,1,5000000000,43576
2872073040574052,6310723554898426,0,39,17z96ErocziH6p3vgawrPubJBf8GrvPJmp,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
8325689842227446,5867310937565127,0,378,16P9GbvgdPfdh6oPUqKkyU1PHJT7JcPuE9,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
7637509143226933,67891654291406,0,53,1Ga8VZ6PGDWYcpvjgPBUchpL8XJeR7XH8Y,5000000000,tx,fbd0b9ce36f84a77bbf2493ce6f9e9149802ec6c4ee849f1cdaa519b5b3112d9,43800,000000003090a72829ef159f8a84016e4e48d38a566d0c13bc4521c04cdc0bad,0,1,5000000000,1,5000000000,44237
4463549644953034,4495467486874440,0,178,1GochjCFLj2dYnXJqvZANb9UvjuKojKjTY,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
2504801683037927,5397955871284444,0,21,1Er1G9KqVySSJoxyCDqtpnSCxYoByg1YzS,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
265931556241493,8132866477582457,0,0,1QD6r8DVYUahaiyq5t46nnywBBn7Xjoq3F,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
3409405725861694,3424867005224480,0,6,1Eqmq1Sr4uhQof1Ert3uXDi6a3st9Qxkbj,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
5015183101450227,4495467486874440,0,200,1CQWpXhdNp8eNqertDMfhSd9Fh9bFwh6i7,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
4051954194853466,7713355045753161,0,24,1PuYKDiV342EX9o3iynAjXM5Ey68iNHPEU,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
5750986992617987,8722037737941851,0,1,17Jh62FygtBBBkFDSmWgDWvBcP3aCg2fss,5000000000,tx,4e639cea11a4f62f240d2b945e2f865f9ee38a766b73eaa1671a506c06f073a3,46239,0000000019ded614f6fafe837218ce9778a86160c4063bd150d9868755f86257,0,1,5000000000,1,5000000000,46752
4096578924464137,2546663941702044,0,2,1Lr6EMvJgpafdCX3Z8nApsYvnWwh3ZnFTd,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
32976727220201,6251813631813544,0,0,1BUWKdDDvLhQvC2wtyAQyFhH5aHHzDmnGS,5000000000,tx,19f37b6c9f0423bd0f191e64b0f3c256dca05e4324d8df49784cffe4f0efef00,47798,00000000224fdfeb595fee49bb144a0eacb5ff3f4c826f7abcdb05f9f8687d00,0,1,5000000000,1,5000000000,48393
3136107508380856,2621634398434122,0,54,184CjEkJ8uTfakaCpSt4YRVDoT4GcZMzZA,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
8436368626010328,8967846311823714,0,293,16GfwxNRxqfwSnuZhiqA6BzByBFBLY2vfH,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
2266696767459546,4495467486874440,0,240,19RyqvVtY1AWkdkVDTViiRSAWTZdCAwDun,5000000000,tx,5169ff59d513060cec12de9b314f51e481f048a943d5f3da89d7861abd636c40,48247,0000000022add3c26d923c22f52aa0ceac88d10e05a222b1dd55049e45c57d3e,0,1,5000000000,1,5000000000,48863
4892581258520153,7544578557583036,0,0,15pTSvpZRxqQyWjEQ3eZP9mwvu9D8zS3k5,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
1804885528313214,6383538794729429,0,6,1AueMzsrLdkP25mafrieJexy3VdGo54wKQ,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
998452982638295,2450813430320429,0,4,1HK7HnRJtnkzBBiBMnxZYnMzqC91dcvMG6,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
5056624384346125,7741842336756970,1,1,15oowv6gfqXVSzeZAFsUeGQoXypwL7XN1h,4900000000,tx,8ef28249e5d50230214bded5ffc7769fcb3c6d937779a5aabb6a4088e1c8b78f,49517,000000000f40bbb212ed8a67907443083ef2d6e9a5bc34126d1f1f1e3377bde9,0,1,5000000000,2,5000000000,50222
6104867977719169,221869361101826,0,5,1NwRVL14sxwL9NT16XqGbp9CEo2ViiP4nV,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
7838044946538419,306884137176790,0,0,1AkmQFRi5AY8BuK12VYnoadQGap1RHca8U,5000000000,unknown_tx,,-1,,0,0,0,0,0,-1
703329399871301,3641150764710315,0,0,12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,16900000000,unknown_tx,,-1,,0,0,0,0,0,-1
8446655566033472,1719704655228024,1,0,149LpcsTMw3hSmhX9UA2G4k8yS8rt2qUKN,397000000,unknown_tx,,-1,,0,0,0,0,0,-1
6202717507385542,8469451346389162,0,0,1CnM7vxcGYi3o4JwzTQka2tGMtXbHDyboF,485000000,unknown_tx,,-1,,0,0,0,0,0,-1
