src_id,dst_id,src_position,dst_position,address,value
3983279940865355,7504988745091636,1,4,168WXhArv7Fasqvi2xm5MQMfLhG18jifMe,25000000
2844276357403776,99439819463406,0,0,1NUW6JabJdReXW9G6aUfGLwrGf7eRBsdae,2283960000
99439819463406,8606697875885898,0,0,1P5qS5KT1ssCtqQgoPSK5Evcuaqfqaq6xz,1770960000
99439819463406,3133325762680922,1,0,1HiuLJihJBgrh4qgWxzfxbuyTRMK7mgRUc,513000000
6215623056589722,4841695996551726,0,0,1DtjkpmrBeMfNRxHMSdFcBf3k7dZARe4kf,2968350000
4841695996551726,6867550545877554,0,0,1BmW154ZGMhnkZeWuHWw7p9yKwmAbYwSSD,2466350000
4841695996551726,7539118718393754,1,17,14fc18SL34ZgrMD5e5RShe7HZzBgSJiN4T,502000000
4433149756587694,7531535614882960,0,0,1GtsjFRGCo3oYVQ55EtT7avcgMrn739AzV,115755481
7531535614882960,6692989371471332,0,0,1HEB7Lo22XujxY4jUdfFqf22WogtMpAwGn,100668152
7531535614882960,6439553111381527,1,5,1LqgUieQTNRAeMNfXSSjnjb7XbPyFwWH4W,15087329
4491287710019757,2339851664141044,0,0,1M2XngW6GqaCPfV1iwkPnM9hPvAKQkkr7o,501450000
2339851664141044,4834694203074524,0,0,12ZhzeFUvHopqEoG4ZU429pmnHtHcELMpm,300450000
2339851664141044,3661367368912492,1,0,1PTraSTYNDurzvokDotGgX5nz5eULsVFPJ,201000000
3983279940865355,7615282564620214,0,0,1BAHzzjj7aWSAxUw3EZbtstjVEYLxvu8HK,307692532
7615282564620214,7783156119531008,0,0,17GL8jyqgYCrQmfQ39cJCesaPhFW8DM1Qv,244692532
7615282564620214,5964461054228263,1,3,1Eo2MBb1MEmFGwnZbte9tWRzfpMLhWkubQ,63000000
